alpha_cc,alpha_Ia,g_cc,g_ratio,reduced_chi2
0.38,0.15999999999999998,0.27999999999999997,2.72,0.0006545156202319918
0.27999999999999997,0.3,0.3,2.48,0.0006546741874191809
0.27999999999999997,0.3,0.3,2.58,0.0006547504560878187
0.3,0.24,0.3,2.48,0.0006548756579743378
0.36,0.18,0.27999999999999997,2.7800000000000002,0.0006549599759720629
0.24,0.26,0.27999999999999997,2.7,0.0006553816451848582
0.3,0.19999999999999998,0.27999999999999997,2.72,0.0006554703413959192
0.33999999999999997,0.21999999999999997,0.3,2.54,0.0006555555235015046
0.27999999999999997,0.3,0.27999999999999997,2.74,0.0006555813369818425
0.33999999999999997,0.19999999999999998,0.3,2.48,0.0006557124490486712
0.38,0.18,0.3,2.48,0.0006558512938115139
0.33999999999999997,0.26,0.3,2.54,0.0006558692252110168
0.31999999999999995,0.21999999999999997,0.27999999999999997,2.66,0.0006558900775458366
0.31999999999999995,0.18,0.27999999999999997,2.7,0.0006558935301599367
0.21999999999999997,0.3,0.27999999999999997,2.66,0.0006559548739863905
0.38,0.18,0.27999999999999997,2.7800000000000002,0.000656433395215678
0.31999999999999995,0.18,0.27999999999999997,2.62,0.0006565217501701032
0.33999999999999997,0.24,0.3,2.58,0.000656553139398831
0.27999999999999997,0.31999999999999995,0.3,2.52,0.0006566093410900238
0.19999999999999998,0.33999999999999997,0.27999999999999997,2.7800000000000002,0.0006567888015306534
0.38,0.19999999999999998,0.3,2.52,0.0006568433930163513
0.33999999999999997,0.24,0.3,2.48,0.0006568769280638472
0.38,0.18,0.27999999999999997,2.74,0.0006571199244250506
0.21999999999999997,0.3,0.27999999999999997,2.7600000000000002,0.0006572688359202794
0.3,0.3,0.3,2.52,0.0006572694030928898
0.26,0.24,0.27999999999999997,2.62,0.0006572974660221275
0.38,0.15999999999999998,0.27999999999999997,2.7,0.000657357227533627
0.31999999999999995,0.24,0.3,2.44,0.0006574923959394389
0.19999999999999998,0.33999999999999997,0.27999999999999997,2.7,0.0006576865932704149
0.33999999999999997,0.26,0.3,2.6,0.0006580553666837174
0.26,0.26,0.27999999999999997,2.8000000000000003,0.0006583050741689595
0.27999999999999997,0.24,0.27999999999999997,2.8000000000000003,0.0006583059194500436
0.36,0.18,0.3,2.44,0.0006584718829613876
0.27999999999999997,0.31999999999999995,0.27999999999999997,2.8000000000000003,0.0006584883570623801
0.19999999999999998,0.38,0.27999999999999997,2.74,0.0006585100316199614
0.31999999999999995,0.24,0.27999999999999997,2.7,0.000658663557496624
0.27999999999999997,0.33999999999999997,0.3,2.6,0.000658827653047731
0.24,0.26,0.27999999999999997,2.64,0.0006591314424660914
0.24,0.36,0.27999999999999997,2.7800000000000002,0.0006591410571763042
0.26,0.31999999999999995,0.3,2.56,0.0006594033691430651
0.36,0.18,0.3,2.46,0.0006594375077071822
0.3,0.3,0.3,2.62,0.000659531529176787
0.33999999999999997,0.21999999999999997,0.3,2.44,0.0006598027944903373
0.31999999999999995,0.21999999999999997,0.3,2.42,0.0006598825328943824
0.3,0.26,0.3,2.44,0.0006601045776452063
0.36,0.21999999999999997,0.27999999999999997,2.7800000000000002,0.0006601997363754011
0.36,0.15999999999999998,0.27999999999999997,2.72,0.0006602098352556542
0.38,0.15999999999999998,0.27999999999999997,2.74,0.0006602248480833329
0.33999999999999997,0.15999999999999998,0.27999999999999997,2.66,0.0006603787309981583
0.38,0.18,0.3,2.5,0.0006605254434020908
0.33999999999999997,0.19999999999999998,0.3,2.42,0.0006605858739566483
0.38,0.18,0.3,2.46,0.0006607301628233116
0.36,0.24,0.3,2.56,0.0006610732493943281
0.33999999999999997,0.15999999999999998,0.27999999999999997,2.64,0.0006611035139920592
0.27999999999999997,0.27999999999999997,0.3,2.54,0.000661217112092256
0.18,0.39999999999999997,0.27999999999999997,2.8000000000000003,0.0006612491198548117
0.38,0.19999999999999998,0.3,2.5,0.000661383275589936
0.38,0.19999999999999998,0.3,2.54,0.000661538437212179
0.19999999999999998,0.39999999999999997,0.27999999999999997,2.7800000000000002,0.0006617710327874526
0.3,0.31999999999999995,0.3,2.6,0.0006617991172271176
0.27999999999999997,0.33999999999999997,0.3,2.62,0.0006620246455784698
0.31999999999999995,0.19999999999999998,0.27999999999999997,2.7800000000000002,0.0006629111894424957
0.27999999999999997,0.33999999999999997,0.3,2.58,0.0006631696972647488
0.26,0.33999999999999997,0.3,2.6,0.0006631703297234809
0.31999999999999995,0.27999999999999997,0.3,2.52,0.0006631770576705446
0.36,0.24,0.3,2.58,0.0006632990177270732
0.3,0.31999999999999995,0.3,2.62,0.0006636043218099263
